Unnamed: 0,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
95676,Cuco Valoy,Amor Para Mí,28,227693,False,0.742,0.791,2,-8.022,1,0.0339,0.403,0.00122,0.278,0.884,91.962,4,salsa
95677,Jerry Galante,Dejame Intentar,29,280693,False,0.681,0.83,2,-6.139,1,0.0352,0.305,2.22e-05,0.086,0.814,96.39,4,salsa
95678,Raulin Rosendo,Frente a Una Copa de Vino,30,247693,False,0.687,0.629,2,-10.285,1,0.0608,0.52,2.99e-06,0.0733,0.816,184.22,4,salsa
95679,Yahaira Plasencia,No Te He Robado Nada,29,244250,False,0.754,0.794,8,-4.884,1,0.107,0.377,2.62e-05,0.0529,0.901,95.035,4,salsa
95680,La Sonora Dinamita;La Morocha,El Viejo Del Sombrerón,29,255320,False,0.836,0.781,10,-4.92,1,0.0394,0.283,0.000185,0.114,0.93,107.005,4,salsa
95681,La Sonora Dinamita;Mariana Seoane,Escándalo,30,278120,False,0.805,0.79,5,-3.903,1,0.0292,0.44,0.000616,0.0639,0.703,103.499,4,salsa
95682,Grupo Niche,Hagamos Lo Que Diga El Corazón,28,303663,False,0.565,0.955,10,-4.713,0,0.0461,0.242,2.07e-05,0.302,0.801,179.149,4,salsa
95683,Willie Gonzalez,Hazme Olvidarla - En Vivo,28,392933,False,0.539,0.87,0,-6.771,1,0.0386,0.281,0.000148,0.0945,0.695,176.854,4,salsa
95684,Willie Gonzalez,Pensando En Ti,28,272333,False,0.685,0.52,11,-11.661,0,0.0354,0.521,1.17e-06,0.107,0.86,168.678,4,salsa
95685,Chiquito Team Band,Por Qué Me Haces Llorar,28,219160,False,0.688,0.777,0,-3.904,1,0.0322,0.225,0.0,0.111,0.831,102.46,4,salsa
95686,Paolo Plaza,Alguien Como Tú,30,314984,False,0.682,0.907,9,-3.436,0,0.0575,0.65,1.51e-06,0.0851,0.965,170.051,4,salsa
95687,Los Master's,Porro y Nada Mas,29,204800,False,0.735,0.525,4,-15.333,0,0.0721,0.585,0.0168,0.0617,0.965,89.068,4,salsa
95688,Rubén Blades;Willie Colón,De Que?,30,374813,False,0.662,0.764,7,-7.994,1,0.0819,0.152,0.0103,0.0803,0.769,135.902,4,salsa
95689,Galy Galiano,El Mal Marido,30,218026,False,0.634,0.231,7,-6.694,1,0.0341,0.377,0.0,0.304,0.537,89.982,4,salsa
95690,Domingo Quiñones,El Cantante,0,295080,False,0.692,0.756,7,-5.235,1,0.0563,0.555,0.0,0.199,0.819,92.781,4,salsa
95691,Josimar y Su Yambú,Mix Chacalon - Live Session,29,275304,False,0.645,0.772,7,-5.747,1,0.0413,0.103,5.22e-05,0.125,0.443,101.815,4,salsa
95692,Gilberto Santa Rosa;Paquito Guzman,Atrevida (feat. Paquito Guzmán) - En Vivo desde Puerto Rico,28,267853,False,0.562,0.869,8,-5.967,1,0.227,0.5,0.0,0.18,0.664,148.051,4,salsa
95693,Tito Rojas,Nadie Es Eterno,28,217693,False,0.7,0.705,0,-8.956,1,0.0326,0.405,5.57e-05,0.224,0.915,95.745,4,salsa
95694,Víctor Manuelle,Se Me Rompe el Alma,28,297706,False,0.505,0.871,1,-5.342,1,0.0696,0.323,2.87e-05,0.0166,0.758,94.436,4,salsa
95695,Héctor Lavoe;Willie Colón,Tu No Puedes Conmigo,28,205320,False,0.824,0.626,0,-8.156,1,0.0789,0.633,1.78e-05,0.395,0.654,115.885,4,salsa
95696,Gilberto Santa Rosa;Víctor García,Amor de los Amores (feat. Víctor García) - En Vivo desde Puerto Rico,28,298506,False,0.582,0.885,7,-5.976,1,0.265,0.198,0.0,0.974,0.726,94.68,4,salsa
95697,Domingo Quiñones,Todo Tiene Su Final,0,267520,False,0.44,0.852,5,-4.28,0,0.0342,0.632,0.000151,0.699,0.929,97.801,4,salsa
95698,Galy Galiano,Que Te Aleja de Mi,29,276349,False,0.683,0.892,0,-6.147,1,0.035,0.699,0.00449,0.149,0.901,168.423,4,salsa
95699,La Misma Gente,Llego el Final,29,339617,False,0.724,0.626,0,-6.833,0,0.0424,0.636,8.46e-05,0.0516,0.893,174.98,4,salsa
95700,Tirso Duarte,Pa Cali,29,349560,False,0.734,0.88,5,-4.171,0,0.064,0.245,0.0,0.0618,0.79,172.004,4,salsa
95701,Joe Arroyo,El Viajero,28,284986,False,0.698,0.802,10,-7.394,0,0.0422,0.113,2.56e-06,0.0418,0.924,107.198,4,salsa
95702,Charlie Aponte;El Gran Combo De Puerto Rico;Andy Montañez;Paquito Guzman;Elliott Romero,Antero,29,291362,False,0.619,0.865,7,-3.089,1,0.0348,0.649,0.000297,0.0866,0.961,89.072,4,salsa
95703,Porfi Baloa,Si Supieras - En Vivo,28,274225,False,0.513,0.752,5,-6.578,0,0.0421,0.63,6.48e-05,0.172,0.867,158.755,4,salsa
95704,Michael Stuart,Yo Soy Nueva York,28,231653,False,0.752,0.771,5,-4.765,0,0.113,0.621,0.0,0.11,0.794,99.97,4,salsa
95705,Maite Hontelé;Oscar D'León,Perdón,28,328320,False,0.689,0.432,7,-9.284,0,0.0296,0.552,2.23e-05,0.0924,0.497,93.019,4,salsa
95706,Baby Rasta & Gringo;Wisin,Tu Me Enloqueces,31,244813,False,0.744,0.876,9,-3.536,0,0.148,0.0914,0.0,0.324,0.651,93.968,4,salsa
95707,Los Traviesos,El Ponche,29,238280,False,0.78,0.882,9,-3.324,0,0.0394,0.376,0.0,0.196,0.859,94.972,4,salsa
95708,Jerry Rivera,Quien de los Dos?,28,264200,False,0.702,0.669,7,-5.943,1,0.0394,0.661,3.91e-06,0.111,0.606,95.042,4,salsa
95709,Celia Cruz;Orquesta Harlow;Larry Harlow,Gracia Divina - Live,31,290133,False,0.539,0.7,10,-4.15,0,0.0298,0.772,0.0,0.252,0.946,130.096,4,salsa
95710,Eddie Santiago,Mi Hiciste Caer,28,225080,False,0.742,0.876,5,-6.839,1,0.0314,0.3,6.66e-06,0.0604,0.86,91.19,4,salsa
95711,Rubén Blades,Amor Pa' Que,29,259146,False,0.622,0.547,4,-11.481,0,0.0411,0.718,0.0,0.0773,0.831,102.652,4,salsa
95712,Luis Enrique,Solo,29,281720,False,0.463,0.622,0,-10.493,1,0.0345,0.38,4.52e-05,0.0545,0.904,168.104,4,salsa
95713,Gilberto Santa Rosa,No La He Vuelto A Ver,28,259693,False,0.696,0.783,10,-8.277,1,0.0332,0.202,0.0,0.0746,0.769,166.77,4,salsa
95714,Joe Arroyo,Mama,28,396880,False,0.712,0.836,0,-6.782,1,0.0408,0.448,3.59e-05,0.242,0.828,106.258,4,salsa
95715,Servando & Florentino,Rumba En Mi Corazón,29,300806,False,0.558,0.38,2,-15.367,0,0.0525,0.117,2.87e-05,0.0606,0.671,107.777,4,salsa
95716,Gabino Pampini,5 Pa´ las 12,29,312373,False,0.739,0.792,0,-5.178,1,0.0598,0.723,8.21e-05,0.589,0.917,98.304,4,salsa
95717,Rey Ruiz,Perdóname,29,250226,False,0.647,0.723,8,-7.425,1,0.0327,0.727,1.95e-05,0.21,0.674,161.627,4,salsa
95718,Guayacán Orquesta,Citas Clandestinas,28,333325,False,0.704,0.802,5,-5.49,1,0.0752,0.241,0.0,0.102,0.62,170.078,4,salsa
95719,N'Samble,"Sexo, Dinero y Fantasía",29,319573,False,0.764,0.665,2,-5.833,0,0.0459,0.627,1.57e-06,0.107,0.933,156.987,4,salsa
95720,N'Klabe;ELYSANIJ,Me Enamore Como Nunca,28,281853,False,0.7,0.796,1,-5.442,0,0.0371,0.368,9.11e-06,0.0776,0.836,97.475,4,salsa
95721,Salserin,Tu Eres La Que Amo,28,275226,False,0.631,0.834,7,-5.714,1,0.0503,0.541,2.67e-05,0.0395,0.679,170.068,4,salsa
95722,La Sonora Dinamita;Lucho Argain;Margarita,Mi Pichichi,29,202320,False,0.694,0.744,7,-3.856,1,0.0281,0.101,7.19e-05,0.153,0.897,104.928,4,salsa
95723,Daiquiri,Morir de Amor,29,257000,False,0.745,0.831,10,-3.794,1,0.0407,0.499,0.00778,0.0354,0.966,157.009,4,salsa
95724,Luisito Ayala Y La Puerto Rican Power,Quiéreme Tal Como Soy - Live,28,330800,False,0.509,0.81,8,-5.69,1,0.0435,0.71,0.000972,0.908,0.962,177.495,4,salsa
95725,TIMBALIVE,Enredado en Tu Pelo - Timbalive Version,28,319360,False,0.782,0.88,9,-6.34,1,0.0472,0.592,0.0,0.205,0.899,98.003,4,salsa
95726,Víctor Manuelle,Llévame Suave,27,256539,False,0.763,0.923,10,-4.135,1,0.0338,0.374,1.04e-06,0.43,0.941,94.976,4,salsa
95727,Hildemaro,Nadie Como Tu,29,246131,False,0.731,0.533,2,-10.36,0,0.059,0.551,0.0,0.163,0.884,168.625,4,salsa
95728,Cali Flow Latino,Lluvia Con Nieve,29,235526,False,0.583,0.781,9,-8.594,1,0.118,0.176,0.00876,0.239,0.878,204.579,4,salsa
95729,Eddie Santiago,Pienso Solo En Tí AKA Pienso En Tí,28,274466,False,0.773,0.863,0,-4.494,1,0.0348,0.709,0.000216,0.117,0.866,93.437,4,salsa
95730,Salserin,Niña Amada,28,233000,False,0.695,0.702,2,-3.417,1,0.0383,0.189,8.45e-06,0.0978,0.715,175.009,4,salsa
95731,ZAPEROKO La Resistencia Salsera del Callao;Raulin Rosendo,Uno Se Cura,29,299461,False,0.802,0.853,7,-3.081,1,0.0376,0.574,0.00395,0.126,0.791,99.774,4,salsa
95732,Raulin Rosendo,Dueno De Nada,29,325493,False,0.79,0.745,2,-6.584,1,0.0357,0.689,0.000137,0.0496,0.957,94.508,4,salsa
95733,Rubén Blades,Creo en Ti,30,271253,False,0.703,0.606,2,-9.817,1,0.0355,0.243,0.000392,0.0396,0.652,149.912,4,salsa
95734,Mickey Taveras,La Ventanita,28,284533,False,0.648,0.815,2,-4.756,1,0.0404,0.229,0.0,0.13,0.953,126.507,4,salsa
95735,DLG,A Veces Me Pregunto,29,290266,False,0.594,0.694,10,-6.982,0,0.0529,0.583,1.32e-06,0.167,0.512,95.711,4,salsa
95736,Rolando Laserie,Las Cuarenta,30,185520,False,0.523,0.443,9,-7.34,0,0.0361,0.635,0.0,0.311,0.818,96.365,4,salsa
95737,Maelo Ruiz,Vete,28,288386,False,0.686,0.772,9,-6.848,0,0.0417,0.157,3.81e-06,0.109,0.572,87.418,4,salsa
95738,Manolito y Su Trabuco,Te Quise de Más,28,331386,False,0.437,0.807,0,-7.515,1,0.0352,0.585,0.00295,0.0626,0.909,163.402,4,salsa
95739,Gilberto Santa Rosa,Que Alguien Me Diga - En Vivo desde Puerto Rico,28,245720,False,0.458,0.574,10,-9.46,1,0.0515,0.404,0.0,0.392,0.374,85.165,3,salsa
95740,Galy Galiano,El Vestido Rojo,28,220186,False,0.746,0.575,7,-8.049,1,0.0759,0.486,0.0,0.141,0.678,115.504,4,salsa
95741,Servando & Florentino,Con Ella No,29,306373,False,0.479,0.843,0,-3.933,0,0.0464,0.713,0.00876,0.347,0.897,90.122,4,salsa
95742,Gilberto Santa Rosa,La Agarro Bajando - En Vivo desde Puerto Rico,28,214133,False,0.428,0.887,5,-5.181,0,0.147,0.169,3.11e-06,0.712,0.727,113.119,4,salsa
95743,Víctor Manuelle,Hay Que Poner el Alma,28,304906,False,0.492,0.885,0,-4.142,1,0.0527,0.178,8.85e-06,0.189,0.72,94.433,4,salsa
95744,ZAPEROKO La Resistencia Salsera del Callao,No Vale la Pena,29,342543,False,0.75,0.844,0,-5.93,1,0.042,0.278,3.03e-05,0.21,0.925,93.998,4,salsa
95745,Luisito Carrion,La Negra No Quiere,28,353800,False,0.697,0.949,10,-4.323,0,0.0362,0.303,0.000482,0.0658,0.854,94.257,4,salsa
95746,Galy Galiano,Los Celos de la Luna,30,207413,False,0.414,0.346,5,-7.863,1,0.045,0.489,0.0,0.0998,0.569,156.8,3,salsa
95747,Rey Ruiz,El Hombre De Tu Vida,29,296933,False,0.691,0.878,5,-6.44,1,0.0453,0.304,4.92e-06,0.143,0.918,168.426,4,salsa
95748,Billo's,Ocho Días,30,168367,False,0.779,0.569,2,-7.444,0,0.0609,0.559,0.0,0.0663,0.962,111.486,4,salsa
95749,Willy Chirino,Medias Negras - Live Version,29,352480,False,0.705,0.826,10,-5.341,0,0.0382,0.372,0.0201,0.953,0.82,91.065,4,salsa
95750,Adolescent's Orquesta,Virgen,77,271766,False,0.662,0.776,8,-4.707,1,0.0457,0.715,0.000411,0.106,0.724,90.838,4,salsa
95751,"Fruko Y Sus Tesos;Wilson ""Saoko"" Manyoma",El Preso,56,294000,False,0.622,0.78,5,-4.687,0,0.038,0.159,0.00431,0.134,0.818,106.16,4,salsa
95752,Luis Enrique,Yo No Sé Mañana,75,259853,False,0.653,0.827,4,-3.206,0,0.042,0.649,0.0,0.18,0.733,95.223,4,salsa
95753,Salserin,Niño Timido,28,302000,False,0.472,0.731,5,-8.277,1,0.0469,0.0644,6.02e-06,0.0859,0.744,162.073,4,salsa
95754,Frankie Dante & Orquesta Flamboyan,Ay Qué Felicidad,28,214533,False,0.727,0.463,10,-7.216,1,0.033,0.69,0.00118,0.309,0.904,120.289,4,salsa
95755,José-Luis Garcia;Carangano,Princesa,28,262466,False,0.619,0.772,10,-7.03,1,0.0387,0.375,1.64e-05,0.062,0.928,110.862,4,salsa
95756,Karibe Orquesta,Ya No,29,255034,False,0.777,0.907,8,-4.165,1,0.0443,0.204,4.61e-05,0.227,0.627,108.018,4,salsa
95757,Tito Nieves,No Me Vuelvo A Enamorar,27,288560,False,0.8,0.722,0,-6.587,0,0.0427,0.38,4.72e-05,0.0689,0.947,94.41,4,salsa
95758,Domingo Quiñones,Periodico De Ayer,28,121906,False,0.649,0.737,5,-7.799,0,0.0288,0.576,0.0,0.516,0.943,91.478,4,salsa
95759,Grupo Niche,La Danza de la Chancaca,28,360294,False,0.689,0.837,1,-7.001,1,0.0644,0.418,2.39e-06,0.0469,0.914,98.016,4,salsa
95760,Luisito Ayala Y La Puerto Rican Power,Tu Cariñito,28,251466,False,0.769,0.942,5,-5.025,0,0.037,0.326,1.03e-06,0.0309,0.929,93.721,4,salsa
95761,Septeto Acarey;Bembe Orquesta,Aparécete,29,297659,False,0.642,0.879,0,-3.009,1,0.044,0.508,1.73e-06,0.0434,0.965,169.918,4,salsa
95762,Tito Rojas,Claro,28,321493,False,0.665,0.666,2,-4.764,1,0.0447,0.599,0.0,0.0464,0.754,91.102,4,salsa
95763,Joe Arroyo,Juguete de Amor,27,270880,False,0.677,0.789,0,-7.394,1,0.0363,0.701,1.85e-05,0.0681,0.887,106.965,4,salsa
95764,Mr Black El Presidente,Juan el Guapo,29,240744,False,0.846,0.651,11,-12.075,0,0.0888,0.01,0.00635,0.337,0.971,120.115,4,salsa
95765,Mr Black El Presidente,El Clavo,29,262750,False,0.873,0.836,11,-3.851,0,0.243,0.248,0.0,0.0836,0.653,80.981,3,salsa
95766,Ronald Borjas,Ya Lo Decidí,28,214846,False,0.766,0.839,1,-3.467,1,0.0566,0.441,0.0,0.0783,0.753,96.002,4,salsa
95767,Jerry Rivera,Puerto Rico,28,266106,False,0.779,0.578,2,-5.897,0,0.037,0.749,1.18e-06,0.0516,0.897,102.522,4,salsa
95768,Guaco,Por Esa Forma (feat. Rubén Blades),30,267986,False,0.814,0.769,9,-4.86,1,0.0511,0.545,0.0,0.189,0.928,145.126,4,salsa
95769,Bobby Valentin,Tu Rica Boca,28,294666,False,0.727,0.552,2,-10.34,0,0.0428,0.706,3.47e-06,0.0827,0.882,92.097,4,salsa
95770,Eddie Santiago,Falsa,28,261973,False,0.815,0.83,8,-3.611,1,0.0419,0.619,3.89e-06,0.183,0.93,96.976,4,salsa
95771,Mickey Taveras,Lucharé - Live,28,299239,False,0.578,0.632,7,-8.161,1,0.0368,0.672,1.25e-06,0.832,0.785,179.29,4,salsa
95772,Joe Arroyo,Cantinero,28,242106,False,0.593,0.801,2,-5.562,1,0.0442,0.551,0.000183,0.0652,0.944,79.561,4,salsa
95773,Alex D'Castro,Creo En Ti,27,264333,False,0.698,0.609,5,-4.596,1,0.0454,0.193,4.78e-06,0.114,0.563,166.912,4,salsa
95774,Marc Anthony,La Luna Sobre Nuestro Amor,28,301240,False,0.461,0.812,1,-4.028,1,0.0439,0.737,1.2e-06,0.0797,0.798,176.017,4,salsa
95775,Aguanile,Entonces Que Somos,28,224782,False,0.749,0.659,0,-5.222,1,0.0373,0.399,0.0,0.211,0.926,171.075,4,salsa
95776,Tito Gomez,Quisiera,27,302600,False,0.764,0.481,8,-12.857,1,0.0514,0.495,0.000165,0.0862,0.957,171.011,4,salsa
95777,David Pabon,Cara Dura,28,317586,False,0.741,0.77,2,-6.658,1,0.0368,0.52,0.000146,0.105,0.719,93.981,4,salsa
95778,Salsa Kids,Dime Que Sí,28,294556,False,0.684,0.764,10,-9.12,1,0.0323,0.183,1.21e-05,0.0568,0.96,92.553,4,salsa
95779,Kevin Ceballo,Hermoso Nombre,28,349909,False,0.412,0.719,7,-5.492,1,0.0333,0.158,1.9e-05,0.0537,0.53,87.153,4,salsa
95780,Roberto Blades,Si Estuvieras Conmigo,29,281147,False,0.664,0.74,0,-5.277,1,0.0319,0.316,0.000104,0.157,0.898,88.662,4,salsa
95781,Marc Anthony,#NAME?,29,374485,False,0.371,0.508,11,-14.074,0,0.0596,0.802,0.000394,0.162,0.426,91.693,4,salsa
95782,Luismi,Me Dedique a Perderte - Salsa,28,254824,False,0.715,0.813,8,-4.247,1,0.0431,0.504,1.76e-05,0.0981,0.669,174.954,4,salsa
95783,Porfi Baloa;Rodrigo Mendoza,Mosaico Nro. 1 (Huellas - Recuerdos - Anhelo) - En Vivo,27,530779,False,0.58,0.735,0,-6.444,0,0.0427,0.33,2.84e-05,0.512,0.587,95.778,4,salsa
95784,Justo Betancourt,Psicología,28,181573,False,0.518,0.441,0,-6.843,0,0.0271,0.34,0.0,0.514,0.585,90.454,4,salsa
95785,Willie Gonzalez,Una Vez Mas,28,346973,False,0.692,0.427,7,-11.57,1,0.0347,0.547,1.69e-06,0.0826,0.867,95.77,4,salsa
95786,La Progresiva del Callao,Mix: La Murga / El Día de Mi Suerte / Go Pato,29,331413,False,0.57,0.94,2,-3.657,0,0.0399,0.0814,0.0162,0.0929,0.941,98.004,4,salsa
95787,Antonio Cartagena,Y Que Tiene Él,28,276893,False,0.685,0.837,8,-5.116,1,0.051,0.209,0.00453,0.143,0.964,80.614,4,salsa
95788,Luisito Ayala Y La Puerto Rican Power,Yo Que No Vivo Sin Ti,27,276773,False,0.552,0.693,8,-10.577,1,0.0393,0.437,2.27e-05,0.115,0.832,173.855,4,salsa
95789,Gabino Pampini,Cuando Florezcan las Amapolas,29,228762,False,0.672,0.658,2,-8.883,0,0.0352,0.593,0.0399,0.0357,0.84,109.17,4,salsa
95790,Eddie Santiago,Somos,27,299066,False,0.604,0.678,0,-7.31,1,0.041,0.766,0.000601,0.0791,0.9,198.057,4,salsa
95791,Eddie Palmieri;Ismael Quintana,Puerto Rico,28,418880,False,0.465,0.902,0,-8.267,1,0.0435,0.0193,0.232,0.107,0.819,108.863,4,salsa
95792,Tony Vega,Estoy en el Proceso de Olvidarte,28,295941,False,0.742,0.556,8,-9.097,1,0.0461,0.573,1.54e-06,0.101,0.79,83.917,4,salsa
95793,Danny Daniel,Costumbres,28,302986,False,0.694,0.772,2,-4.907,0,0.0295,0.403,0.0,0.324,0.961,102.021,4,salsa
95794,Melcochita,Son de los Viejitos,28,275121,False,0.788,0.688,7,-8.213,1,0.0601,0.733,9.16e-06,0.0815,0.887,178.117,4,salsa
95795,ZAPEROKO La Resistencia Salsera del Callao,Amor a Medio Tiempo - En Vivo,29,473952,False,0.615,0.629,5,-10.136,0,0.0376,0.424,2.76e-06,0.435,0.963,95.6,4,salsa
95796,Víctor Manuelle,Lloré Lloré,27,309426,False,0.544,0.872,10,-4.269,0,0.0573,0.458,0.0,0.182,0.931,100.602,4,salsa
95797,Maelo Ruiz,Contra Viento y Marea,28,374906,False,0.649,0.613,5,-9.185,1,0.0317,0.578,1.56e-06,0.195,0.885,86.634,4,salsa
95798,Maelo Ruiz,Mi Mundo Es de Ella,28,353320,False,0.699,0.695,0,-9.58,1,0.0355,0.15,6.71e-06,0.0942,0.872,85.774,4,salsa
95799,Chiquito Team Band,Porque Será,28,241112,False,0.753,0.798,9,-4.388,0,0.0361,0.623,0.0,0.243,0.53,103.94,4,salsa
95800,Marc Anthony,You Sang To Me,42,347333,False,0.58,0.89,10,-5.406,1,0.029,0.00915,1.65e-06,0.19,0.758,165.985,4,salsa
95801,Roberto Lugo,Por Ser Tan Niña,27,349173,False,0.599,0.668,5,-9.924,1,0.0328,0.427,3.04e-06,0.192,0.92,89.319,4,salsa
95802,Son By Four,Soldado,29,281266,False,0.627,0.73,0,-6.775,1,0.0458,0.342,0.0,0.0751,0.242,114.987,4,salsa
95803,Jimmy Saa,Saa Libre,28,266546,False,0.671,0.953,5,-2.903,1,0.0357,0.768,0.00134,0.168,0.841,90.966,4,salsa
95804,Tipica 73,Amalia Batista,27,297160,False,0.758,0.525,0,-8.439,1,0.0493,0.849,0.00206,0.0399,0.858,107.543,4,salsa
95805,David Cedeño,No Te Olvidare,28,272491,False,0.613,0.627,2,-10.65,1,0.0368,0.503,0.0,0.0919,0.871,91.311,4,salsa
95806,Roberto Roena Y Su Apollo Sound,El Que Se Fue,28,380066,False,0.519,0.876,9,-3.403,1,0.032,0.558,0.00513,0.0809,0.85,93.24,4,salsa
95807,Sexteto Juventud,La Cárcel,28,384000,False,0.675,0.683,8,-9.973,1,0.0601,0.797,0.0114,0.374,0.921,110.934,4,salsa
95808,Porfi Baloa,Virgen - En Vivo,27,273070,False,0.685,0.724,5,-5.91,1,0.0355,0.657,0.000192,0.163,0.851,92.235,4,salsa
95809,Silva & Guerra,Debe Ser el Amor,28,287424,False,0.552,0.759,7,-6.253,1,0.0299,0.0901,3.1e-06,0.0476,0.852,92.645,4,salsa
95810,Guayacán Orquesta,Pasodobles,29,349857,False,0.898,0.524,2,-6.794,1,0.065,0.054,9.11e-05,0.155,0.794,126.002,4,salsa
95811,NG2,Desvelado,27,260898,False,0.717,0.841,4,-6.27,0,0.0862,0.461,0.0,0.674,0.86,99.887,4,salsa
95812,Willy Garcia,Todo Por Amor,27,290042,False,0.625,0.768,10,-3.934,1,0.0458,0.754,0.00126,0.107,0.712,168.889,4,salsa
95813,Aguanile;Proyecto A;Yan Collazo,A Través Del Vaso,28,240532,False,0.683,0.527,5,-8.313,1,0.0401,0.582,1.15e-05,0.179,0.732,186.856,4,salsa
95814,El Gran Combo De Puerto Rico,El Aguacero,27,254374,False,0.707,0.816,5,-4.638,0,0.0523,0.552,3.91e-06,0.0678,0.96,89.969,4,salsa
95815,Guaco,Préstame Tu Boca,29,202960,False,0.818,0.95,4,-6.735,0,0.0508,0.272,0.0,0.127,0.96,101.976,4,salsa
95816,Víctor Manuelle,La Disputa,27,442370,False,0.728,0.733,4,-5.002,0,0.0408,0.333,0.000603,0.0871,0.761,158.143,4,salsa
95817,Pupy Santiago,El Amor Me Lo Compras a Mi - En Vivo,27,322746,False,0.552,0.796,0,-3.627,1,0.116,0.693,0.0,0.16,0.817,177.642,4,salsa
95818,Ray Barretto,El Negro Y Ray,27,355533,False,0.588,0.666,0,-9.411,1,0.045,0.906,0.79,0.111,0.962,103.993,4,salsa
95819,Willie Colón,Junio 73,28,430186,False,0.463,0.863,0,-6.989,0,0.0524,0.464,0.894,0.313,0.694,110.249,4,salsa
95820,Luis Enrique,Volverte a Ver,28,304866,False,0.543,0.58,8,-9.427,1,0.0555,0.361,0.0,0.0614,0.856,94.481,4,salsa
95821,Servando & Florentino,Me Vas a Recordar,29,325726,False,0.595,0.372,10,-16.043,1,0.615,0.121,0.0,0.303,0.347,145.988,4,salsa
95822,Checo Acosta,Te Quiero,29,287608,False,0.509,0.637,1,-12.467,1,0.0437,0.293,0.00275,0.0416,0.904,163.245,4,salsa
95823,Adalberto Santiago,"Me Muero, Me Muero",27,294112,False,0.714,0.528,0,-10.328,0,0.049,0.852,0.0286,0.0489,0.708,177.441,4,salsa
95824,Nelson Arrieta;Ronald Borjas,Solo Por Ti (En Vivo),28,333460,False,0.591,0.74,7,-6.557,1,0.0491,0.17,0.0,0.342,0.498,101.565,4,salsa
95825,Sonora Ponceña,Timbalero,27,371640,False,0.679,0.787,0,-5.979,0,0.0393,0.646,0.000214,0.351,0.835,114.052,4,salsa
95826,Los 4,No Te Acuerdas,28,200160,False,0.725,0.963,7,-3.57,1,0.0451,0.538,3.55e-05,0.2,0.87,102.989,4,salsa
95827,NG2;Rubby Perez,Yo Se Que Es Mentira (Feat Rubby Perez),27,291396,False,0.777,0.809,7,-3.719,0,0.0466,0.217,0.0,0.1,0.963,95.876,4,salsa
95828,Víctor Manuelle,Ella,27,254520,False,0.72,0.76,11,-6.868,1,0.0537,0.311,6.03e-05,0.317,0.887,169.83,4,salsa
95829,Jeff Morales,Vivo Agradecido,28,230826,False,0.597,0.824,7,-8.935,1,0.0462,0.0925,0.000203,0.264,0.845,187.736,4,salsa
95830,Álvaro Del Castillo,Un Niche de las Tinieblas a la Luz,28,328866,False,0.798,0.843,8,-5.805,1,0.0485,0.613,3.21e-05,0.273,0.882,94.89,4,salsa
95831,La Sonora Matancera,En La Nochbuena,30,164000,False,0.662,0.416,2,-9.838,1,0.0865,0.805,0.000104,0.26,0.978,100.873,4,salsa
95832,La Sonora Dinamita;Kika Edgar,Qué Bello,29,255133,False,0.826,0.658,7,-4.462,1,0.0294,0.382,2.03e-05,0.0677,0.765,99.96,4,salsa
95833,Guaco;Alex Cuba,Todas las Cabezas Están Locas,29,262293,False,0.692,0.7,9,-7.504,1,0.045,0.506,1.32e-05,0.0681,0.733,171.848,4,salsa
95834,Amilcar Boscan,Durando,27,262819,False,0.812,0.791,1,-7.221,1,0.0361,0.357,0.0,0.173,0.851,100.095,4,salsa
95835,Eddie Santiago,Te Amo,28,302133,False,0.73,0.792,8,-7.315,1,0.045,0.784,5.63e-05,0.063,0.924,172.689,4,salsa
95836,Gilberto Santa Rosa,Vino Tinto - En Vivo desde Puerto Rico,27,198680,False,0.551,0.827,10,-6.358,0,0.06,0.204,1.03e-06,0.318,0.676,101.442,4,salsa
95837,Maelo Ruiz,Soy Tuyo,27,282786,False,0.667,0.808,9,-6.424,0,0.0583,0.283,1.41e-06,0.0868,0.784,179.242,4,salsa
95838,La Sonora Dinamita;Playa Limbo,Que Nadie Sepa Mi Sufrir,29,245960,False,0.779,0.756,4,-5.123,0,0.0416,0.323,1.15e-05,0.0489,0.696,105.047,4,salsa
95839,Gilberto Santa Rosa,Por Más Que Intento - Balada,27,243026,False,0.613,0.648,0,-3.248,1,0.0341,0.846,3.3e-06,0.184,0.404,90.031,4,salsa
95840,La Gente Pesada;Patio 4,El Que Come Callado,28,227600,False,0.807,0.768,1,-4.927,1,0.248,0.453,0.0,0.281,0.892,97.021,4,salsa
95841,Luisito Ayala Y La Puerto Rican Power,Me Tiene Loco,27,263000,False,0.807,0.793,1,-7.803,1,0.0482,0.316,0.000418,0.046,0.968,100.328,4,salsa
95842,Joe Arroyo,Mama,27,396093,False,0.702,0.868,9,-4.969,0,0.0426,0.465,3.52e-05,0.252,0.843,106.436,4,salsa
95843,La Sonora Matancera,Todo Me Gusta De Ti,30,160733,False,0.614,0.287,3,-10.684,1,0.0294,0.627,0.0143,0.0471,0.517,112.806,4,salsa
95844,Bobby Valentin,Libro de Amor,28,342426,False,0.714,0.528,6,-12.825,1,0.0382,0.629,0.000484,0.106,0.899,91.742,4,salsa
